text,topic,sentiment
"Voluntary digital verification is for the CONVENIENCE of the immunized. Resistance to it can only be understood as caving to vaccine passport opponents objections.
https://t.co/0fBRlSkR6p https://t.co/aOna8XWsVL",m,/
its vaccination day 😷,v,/
OK so from the hospital scenes shown so far there doesn't seem to be a ventilator and dee isn't wearing a mask which doesn't suggest covid unless they just forgot to make it realistic,ac,/
Sometimes the worst part of Covid happens after you beat it. Some survivors need organ transplants and everything. It's only gonna get worse. Protect yourself out here. https://t.co/dsurMSlRGs,ac,n
BREAKING: Federal judge blocks Biden’s vaccine mandate for health care workers in certain states… – The Right Scoop https://t.co/BjDSoUbi8g,m,n
Can a non-Florida employer require a Florida resident employee get the Covid vaccine if they work from home in Florida and are not traveling? Literally asking for a friend. #COVID19 #VaccineMandate #vaccine https://t.co/GdDgSZo1HT,m,/
U.S. CDC says all adults should get COVID-19 booster shots https://t.co/zgpwFMP91R,m,/
"Day 2!!
Parang 3-day sale aba 🤦🏼‍♀️

Pililla Vaccination Sites:

💉Takungan Covered Court
💉Pililla National High School
💉Quisao Covered Court
💉Niogan Covered Court

See youuuu 😘 https://t.co/WZqMoRkzFw",v,p
"#Pfizer
#QI
            Code
#Qr https://t.co/S2U5AM4NsK",v,/
"#VoterID  #racism SO...Why is the SafePassLA ordinance that requires a Vaccination card AND a PHOTO ID isn't considered racist, but when asking for a Photo ID to vote is?",m,/
"Joe Biden Speaks About The COVID-19 Omicron Variant: “This Variant Is A Cause For Concern, Not A Cause For Panic” https://t.co/bsH5yOIENz",ac,p
if u wear this u are immune to covid LOL #troll,ac,/
"I’m curious: if CBS had a vaccine mandate for its soaps like Disney does with GH, which stars do you think would leave over their “opinions”?",m,/
“The covid vaccine makes you infertile!! Don’t take it!!” https://t.co/Rh4bd7srCY,v,n
A federal judge on Monday blocked President Joe Biden’s administration from enforcing a coronavirus vaccine mandate on thousands of health care workers in 10 states – including Wyoming – that had brought the first legal challenge against the requirement. https://t.co/BH3ODd931u https://t.co/nNd1KLsSqH,m,n
Jim Cramer’s investment playbook for the Covid omicron variant https://t.co/cHPgBI91DZ #CNBC #News #BreakingNews https://t.co/o3SfVrepYB,s,/
Some Hospitals Prepare to Lose Staff Over Covid-19 Vaccination Mandate https://t.co/hW5vUy2Y9e,m,n
"first two covid shots barely affected me so i was really, truly expecting the booster to be fine

i've had a horrible fever for the last 24 hours and my head has been banging like an anvil, someone please help i think this one had the microchip in it",v,/
"President Biden reassuring Americans after health officials in Africa reveal the detection of a new Covid-19 variant.  The president saying no new lockdowns will be put in place for now, but is advising people to take precautions.  https://t.co/u4ypf4GYXr",m,/
"Watch ""Krystal Ball: Bill Gates and Greedy Pharma Companies Create FOREVER PANDEMIC"" on YouTube https://t.co/IdNccfX9uL",v,n
"Teachers to be ordered to get Covid jab, as border plan unchanged https://t.co/0sBBokmH8p",m,/
Should you put your COVID-19 vaccine status on your résumé? https://t.co/vvDwDZhiXx,v,/
Here's Why OSHA Has No Legal Power To Enforce A Vaccine Mandate https://t.co/AAZIzWaFqr,m,n
one of my favorite pics from hiking. This was pre covid https://t.co/NGYYuZYsMW,ac,n
"JUST IN: Biden Regime Quietly Tells Federal Agencies to Suspend 🚨Enforcement of Vaccine Mandate For Federal Workers Until After Holidays While Publicly Pressuring ""The World"" To Take Experimental Jab 👀 https://t.co/4nKh8avGPW",,
Are people worried about covid?,ac,/
A Republican tweeting about COVID prevention 👇🏻👇🏻👇🏻. Should not be rare. https://t.co/9sogOP4nKN,ac,/
"About the Pandemic Bill today.
Everything is streamed live as always. The house sits from 11.30am. Question Time &amp; other bits first (QT will likely be a good watch today) means the Pandemic Bill likely to come up from roughly 1-1.30pm. Can be watched here:
https://t.co/kYnBZsD9Xq",s,/
"Ok, hold on, who green lit the birth of Terminator in the middle of a damn pandemic https://t.co/sqwhSLSHXS",ac,n
PCR test price fears for UK arrivals as Covid travel rules tighten https://t.co/ymEFSeun7J,s,n
France postpones vaccine mandate after violent unrest in Martinique and ... https://t.co/Y5GRzyPcar via @YouTube,m,/
"How AIDS and the COVID-19 virus might be more similar than you think https://t.co/koVY376HgH

#MediaHistoryMatters #uofuadobe #imagineUadobe #adobespark #uofuadobespark #uofufacultycenter",ac,/
Biden vaccine rule for health workers blocked in 10 states - A federal judge on Monday blocked President Joe Biden’s administration from enforcing a coronavirus vaccine mandate on thousands of health care workers in 10 states that had brought... https://t.co/fricYfjanv,m,/
The Experts’ Covid Policies Have Been a Complete Failure. Here is the Undeniable Proof. https://t.co/pk6kdZ0YAx,ac,n
"The FDA wants 55 years, to release Pfizer vaccine data. Why? Cause we'll all be dead by then? WTF???",v,n
"All vaccinated adults should get a Covid-19 booster shot because of the Omicron variant, CDC says – CNN https://t.co/Lhwt9zbl5Z",v,/
"To further illustrate the hypocrisy of calling Trump racist for travel restrictions but not Biden, did you know the Beta Covid variant originated during Trumps term in South Africa? Don't remember him shutting down Africa travel then. Hmm.
@KeithMalinak @PatUnleashed #PatHeads https://t.co/aO7svrw3F9",s,n
What is the Omicron  variant? Does the COVID-19 vaccines protect against it? Answers to these questions and more here. https://t.co/HnIX5gmIf2,v,/
"""That just will not happen,"" -- that's what the Friendship Village School principal said re: parents' concerns that their kids would get the #COVID19 #vaccine at school w/o parent's permission. Steinbeiser sent this note out ahead of the clinic. @newscentermaine @nirav_mainecdc https://t.co/QD3BWzWJkY",v,/
Guy is willing to get close to the guard but won't get GUARDED against COVID. https://t.co/JCfpi4R8qH,ac,n
"Supreme Court Rejects Massachusetts Hospital Workers’ Vaccine Mandate Lawsuit

https://t.co/0ehcvUeM0A",m,/
"Top 5 states with most daily COVID cases are now blue states, bottom 5 are mostly red

https://t.co/lVTm6xNcuX",cs,/
NSW has recorded 179 cases of COVID-19 and three deaths as health authorities remain on alert for more potential cases of the Omicron variant after four infections were confirmed. https://t.co/fLbw4cA5z7,cs,/
"I found this on NewsBreak – the #1 local news app used by 45+ million people: Swiss vote to approve COVID restrictions as infections rise
https://t.co/5Yg5mIy1xO",s,/
"""Moderna says Omicron vaccine could be ready by early 2022

Shares of Moderna extended their rally for a second trading session after the drugmaker said it had mobilised hundreds of workers on Thursday to start work on an Omicron jab.""🧐
#Omicron
https://t.co/28vTWEzsO7",v,p
"Interesting read.

Why I'm against vaccine mandates https://t.co/Xsxyuu6p40",v,/
"Tomorrow, our @SabrinaDareCEO  will join a panel discussion at the @HBAnet on lessons learned while leading a team during the COVID pandemic. To register, click here: https://t.co/TrySg3Nlqw https://t.co/oMInoZxYa8",ac,/
Trump-Appointed Judge Blocks Biden's Vaccine Mandate For Healthcare Workers in 10 States https://t.co/pUR3DQSBIs via @gatewaypundit,m,/
Almost made it through another year not getting a COVID test 🥴,ac,p
.@EricTopol @ScottGottliebMD @US_FDA when can we hear about the EUA results of the anti-COVID pill from @pfizer ?,v,/
Alberta's premier has optioned a sequel of the pandemic. #BestWinterEver https://t.co/tBL6dVHc9w,ac,n
Latest news updates: CDC says all US adults should get Covid booster in expansion of recommendation https://t.co/gFLlNkFQAY,v,/
"https://t.co/fYcqKEvQ56

Sane, pro-vaccine Republicans could take on anti-vaxxers and make their poisonous beliefs unwelcome in the party. But whatever faint courage the Republican mainstream might have had left was killed off for good by Donald Trump. @jonathanchait writes",v,n
"Omicron COVID Case 53M Confirmed In Reunion ex-Mozambique - Africa (COVID) - Recombinomics Inc.
hCoV-19/Reunion/PIMIT_Om1/2021 53M ex-Mozambique
 at GISAID
https://t.co/EKqFhVh1K5",cs,/
covid is becoming a rural issue. so many people and family friends are getting severely sick and some are dying because these people keep lying to them. this message isn't going to work much longer. https://t.co/dT2y0XDnHw,ac,n
Merck’s COVID-19 Pill May Be Less Effective Than First Hoped https://t.co/dAM0xVWrq7 from @WebMD;,s,/
Happy Birthday @GovAndyBeshear! Thankful for all you have done for KY during the last two years with the pandemic. Grateful to live in a state where our Governor cares!,s,p
BREAKING: Federal Judge Halts Biden’s Vaccine Mandate for Health Care Workers https://t.co/bRH69xoYKV via @greggjarrett,m,/
"Government says Omicron COVID variant appears 'manageable', border pause only temporary Mr Hunt said. We're doing this out of an abundance of caution but our overwhelming view is while it's an emerging variant, it's a manageable variant. ""https://t.co/ImFIn2mxLB
cc @WgarNews",ac,/
"Social anxiety is 💯 real. Before covid, id just go on so many dates and meet new friends, networking etc. now? T_T jumpa sorang dua pun berpeluh2 idk why :( teruknya aku i need my old self",ac,n
"~@TheBabylonBee needs a new Babylon Bee to satirize it. Any time the Babylon Bee or its boss gets on to any aspect of the pandemic as it is in the USA, the humor + intelligence fly out the window, &amp; it's like some young, dumb 15-year-old thinking he's being really smart w/ snark",ac,n
Waiting for that sweet covid booster like 👀 https://t.co/2hcfDp0f8C,v,p
‘The stupidity is remarkable’: Ex-White House doctor slammed for pushing a new COVID conspiracy theory https://t.co/ozi1NnUAMf via https://t.co/gVRWW4kYQa https://t.co/b4tGEbsxLL,ac,n
"Donald Trump Jr., World-Renowned Moron, Urges Vaccine Protests as Omicron Poses “Very High Risk”

https://t.co/sj7dZh7eVb",ac,n
"Those who criticize Biden by saying that there will always be another variant are the very ones pushing the ""anti-Vax"" movement that enables the new variants to emerge in the unvaccinated. Their goal is simply to prolong this deadly pandemic to use as a weapon against Democrats.",ac,n
Jim Cramer’s investment playbook for the Covid omicron variant https://t.co/McRwzC7h28,s,/
Maine suspends Waterville doctor’s license for alleged COVID-19 misinformation https://t.co/kLLFjjBUxX,s,/
They threw out @BarackObama Pandemic response book. https://t.co/GXbhoQbaGG,s,/
"Covid: UK aims for 500,000 jabs a day in bid to outpace Omicron variant https://t.co/1cQHZ9Q1ZQ https://t.co/cSodhU9kAj",v,/
"For the second year in a row, Pope Francis has canceled the Roman tradition of a public gathering at the Spanish Steps on Dec. 8 to venerate a statue of the Immaculate Conception. https://t.co/m8b0CAoXIP",s,/
It’s an add to cart kind of day! E-commerce domination is inevitable and is becoming an important part of global commerce. How do you lure in customers and make them stick? Get this insider's guide to take your E-commerce to the next-level:https://t.co/4Y7cqcmMi2 #CyberMonday https://t.co/SUujrUfcpR,s,/
Steps tour cancelled after crew catch Covid-19 - leaving fans gutted https://t.co/5tHOzJe2Bj,s,n
Not y’all calling this new Covid variant Omarion 🤣😭😭😭😭,ac,n
"Experts hailed holding kids back as an emergency response to pandemic learning loss. Despite a new wave of state retention bills, most parents balked https://t.co/fOi6NDm2GC",s,n
9mins into the new Southpark - Covid Special and it's HI-larious 🤣,s,p
I do not believe in #variants. I do not believe the # of #deaths FROM #covid. Dying FROM &amp; dying WITH are 2 different things. Don’t be stupid,ac,n
"Brits will work from home even when feeling ill:
https://t.co/EEYlIO1hMz",s,/
"Keep this kind of stuff in mind when the GOP retakes the House and Senate next year. Push for impeachment of judges who refuse to do their job and offer no reason why. The federal Covid vaccine mandate is unconstitutional, period, end of story.  https://t.co/kHtaCBNvVY",s,n
"It's funny, I was actually in a position to put near 100% of my paycheck into Moderna stocks, make probably $30k if I had sold.

Instead the thought never occurred to me because there is an ethical demand in my worldview against engaging in capital markets.",s,n
okay nobody prepared me for period pains PLUS chronic pain in my legs and back now (???) AND THE ARM PAIN FROM THIS VACCINE??????,v,n
Today was my 3rd Monday covering for a coworker that got covid. Just get vaccinated ffs,v,n
Pfizer expected to seek FDA authorization for boosters for those ages 16 and 17 https://t.co/AoqIZkBeJt,v,/
Im putting my vaccine to the test when Spider-Man come out. https://t.co/cChm7FIwrL,v,/
"COVID cases remain low in South Zone over past weekend. #yql #alberta #COVID19
https://t.co/1NojqC6tNm",cs,/
i cannot stand two more years of quarantine for the love of god someone stop covid 😳,ac,n
"Bet you not the slightest regret from the  jab pushers.
Let me guess, something like... he would of had a very bad reaction to covid too. https://t.co/d5taHssIjH",ac,n
"Omicron risk very high, may change pandemic course: WHO - https://t.co/8pHKDOQKbc",ac,/
Labor shortages are just one of the ways the pandemic is fundamentally reshaping the U.S. workforce. Here's Wealth Management Chief Investment Officer Lisa Shalett’s perspective on what it could mean for investors. https://t.co/mQ6WibQb1b,s,/
"10 deaths, 342 new COVID-19 cases reported over 3 days in Manitoba | CBC News https://t.co/y4Jjpw889L",cs,/
"Just in case you missed it, our Vendor application is now live!

Media app, and COVID-19 rules &amp; restrictions coming up next https://t.co/Tm4Iuaujr9",s,/
"Health Justice Advocates Say Vaccine Equity, Not “Racist” Travel Bans, Will Stop the Omicron Variant https://t.co/PavjO2by8q",ac,/
"‘Vaccine mandates can increase vaccine uptake’ – legal ethics expert – CapeTalk

ChronLaw Professional Responsibility News
at https://t.co/T6BDDHdhy9

#ProfessionalResponsibility #news #law #attorney #lawyer",v,/
Mitesh Jain of @Akamai discusses the rise in #cybersecurity concerns within the #gaming industry following the onset of the pandemic. Read more on @BWGamingWorld1. https://t.co/uZIvBPIGbB https://t.co/KGlP0n7gcO,s,/
#Breaking --  Pfizer is going to ask the Food and Drug Administration in the coming days to authorize Covid-19 booster shots for 16- and 17-year-olds. https://t.co/b5KobLN9Cd,v,/
"""Natural immunity"" is absurd. Yes, you'll get some for a while if you get COVID. If it doesn't kill you. https://t.co/g6eq7xkiuz",ac,n
"Top secret-there will continue to be new COVID variants until we reach the final strain of the virus called COMMUNISM.
Omg.
#Omicron #COVID19 #Binance #whitepeopleoverstepping https://t.co/9YlAKQnH6S",ac,n
"Bula from our Head Quarters Branch!

Before entering our office, do a self-check of the following:

1) Mask
2) Vaccination Card
3) careFIJI App on and Bluetooth Active

Not forgetting the most important thing, a need to do everything you can to stop the spread of #COVID19!

#Fiji https://t.co/ZFg0VGJdF3",m,/
"This must continue. Don't give up the fight, ever. We are winning.  https://t.co/qqt2rzu9ao",ac,p
"Please,please please ..to everyone that thinks like this please do a shift in a Covid ward .. the staff could do with a break... https://t.co/LvGfJjuYQH",ac,n
the side effects of the vaccine are a fat ass u guys this is so awesome,v,n
Canadian Man Loses Over Six Feet Of Intestine After Blood Clot Caused By COVID Vaccine - https://t.co/Kb1pjutQc1,v,n
"🎧 Liberal Senator Alex Antic on why he's refusing to pass federal legislation over vaccine mandates.

https://t.co/8lsGUW4ck9",v,/
"What do people not understand about Coatsworth's argument re omicron? If it's a dominant strain with more mild symptoms, that's good! We know vaccination doesn't stop infection, so if we're gonna catch it, let it be a mild one 🤷🏼‍♀️",ac,n
Ima get the covid shot when them variants stop varianting,v,n
"https://t.co/4fc2BhOQcP

Lara Logan Unhinged: COVID Testing Will Keep Us On Lockdown Forever

#LARALOGAN",ac,n
"To many people on here think they are speaking for the entire fan base, but they are not. Some of us are willing to give coach another year. With covid the last 2 years I believe he deserves that. They could not even bring recruits on campus one year.",ac,n
Are new COVID variants like Omicron linked to low vaccine coverage? Here’s what the science says https://t.co/AfjbFyKDrW via @ABCaustralia,v,/
"Here’s my prediction on whether our current #vaccines will work on the #OmicronVariant &amp; why.
Also please don’t “wait” for that perfect modified vaccine or booster shot for these variants. Firstly it doesn’t exist &amp; secondly, we may not need them. https://t.co/wP16KSNn8H",v,n
Nigga…this why covid still here lmao https://t.co/GmnLLIN9a9,ac,n
"Austin Denies Oklahoma Bid for Exception to Vaccine Mandate https://t.co/0UhtUchqXY.  If you are still forcing military personnel to get the Jab and it's unconstitutional, doesn't that make you a criminal.",v,n
"(minor The Morning Show spoilers) Thought I’d switch off this evening by catching up on the new season of The Morning Show, and they have a huge COVID storyline, which feels… weird",ac,n
It’s frightening hearing about not completely regaining your sense of taste and smell after recovering from covid.,ac,n
Why aren’t @CNN @MSNBC @ABC @NBCNews @CBSNews reporting on successful battles being won over Covid in Florida? Don’t you think a News organization should report this to all Americans everywhere? Winning the battle against Covid? It’s a big deal. We all need to know how.,ac,n
"8 miles away is my nearest booster vaccination site. At a hospital, where I've got to pay for parking and my appointment takes 45 minutes. First two jabs, were five minutes away, free parking, in and out. Folk won't bother.",v,n
"🇺🇸 Coincidence or master troll?  🤣:    THE BEST Governor in the country signed a Bill limiting Covid mandates...in :
BRANDON, Florida.... https://t.co/c2JxtaCLmh",ac,/
"other than more deaths,creating more covid variants,more heart attacks,rises in cancer,rise in still borns,vaccine injurys &amp; making Pfizer,Moderna,government billions each quarter not a dam thing https://t.co/A79xxvtPRd",v,n
"Tomorrow is #GivingTuesday2021! If we've learned anything from this pandemic it's that we need to follow evidence based policy if we want to stay safe, happy and healthy. Please consider donating to March for Science NYC  which champions this mindset. https://t.co/pRS1kaWVFe",ac,p
The vaccine situation for Montgomery County government. https://t.co/fJc0xZGFOl,v,/
"For our children....

https://t.co/WcXI50L7yI",s,/
i havent been this excited since chris came over to do the show at the beginning of the pandemic https://t.co/8hZ1jNIpVc,s,p
"AVAT, Africa CDC and COVAX release statement regarding donations of COVID-19 vaccines to Africa

More medical news at https://t.co/WN5LVUzAcd
#PharmaTwitter #MedTwitter #MedEd #MedNews
https://t.co/LTfhnxRsOr",v,/
"Xi's plan to punish Australia for insisting on investigating the origins of COVID backfires November 29, 2021 His newly aggressive behavior toward domestic entrepreneurs, Taiwan, his neighbors, the South China Sea, and the rest of the world is not without.https://t.co/Y0MYaaRCSX",s,/
He will now have lifetime immunity. No one under 12 has died of Covid. Turn off TV. https://t.co/NKrFfKUxDG,ac,n
"Same here.. Seems same for everyone I know, the od person lost family from lockdowns not getting treatment etc, but non directly from Covid, its unheard of... https://t.co/T6YuxnCSrR",ac,n
"‼️👉🏽TALKING POINT| Merriam-Webster's 2021 word of the year is of 'vaccine' 📚📖

The word was selected based on lookup data, notable spikes, and year-over-year increases in searches.

@PatriceSSanders &amp; I discuss it on the FOX45 Midday Show @BmoreLifestyle @FOXBaltimore https://t.co/iDmPdD1exV",v,/
Britney canceled the new strain of Covid 🙏😌 pandemic over,s,p
SMALLPOX - THE NEXT PANDEMIC - MUTATED WITH EBOLA &amp; THE VACCINATED - THE EXTERMINATION GREG REESE https://t.co/a4BF860L64,ac,n
Whose coming up with these names for the covid variants,ac,/
Give All Countries The Vaccine https://t.co/M6WBABdmm6,v,/
"Biden Admin Delays Federal Vaccine Enforcement Until New Year

https://t.co/aJ1FAVD6xT",m,/
"Eviction moratoriums and relief checks aren't needed. Jobs galore.

Also the US has donated more vaccine than any other country. Vaccine hesitancy is the issue not the lack of vaccines.

Tired of people being free loaders and just complaining. Get the facts straight folks! https://t.co/bCuinymiVZ",v,n
"That’s right king, be ENJOYING the US, covid variant getting bad here xxxxx https://t.co/rXjw2bNrdp",ac,n
"The inventor of mRNA states it was for obese people, the elderly and immune suppressed. Not for a pandemic due to variants be ceated. The more people vaxed, the more variants will be created. Vax only has one spike protein out of seven in the virus. https://t.co/jhIWpMxfPE",v,n
It's official I got stabbed with the 3rd #COVID19 shot and for added FUN the flu shot too. Moderna,v,p
Twitter is actively promoting and profiting from the spread of COVID-19 disinformation https://t.co/bXXbjKYXF9,s,n
Now do the regular Flu kids deaths and then do the healthy kids dying from Covid for just a little more perspective. https://t.co/gGdPEd1j18,cs,n
"The Republican-controlled states involved in the lawsuit are Missouri, Iowa, Kansas, New Hampshire, North Dakota, South Dakota, Nebraska, Arkansas, Wyoming and Alaska.
https://t.co/ldNFUDiauu",s,/
"Leading cryptocurrencies Bitcoin and Ethereum are showing signs of recovery (up 5% and 5.72% respectively) from losses brought about by the new COVID variant Omicron, as new reports suggest symptoms have been extremely mild. https://t.co/E5yQHoRCo6",s,/
"This article gives a clear understanding of the #OmicronVariant at present. 50 mutations with over 30 in the Spike Protein alone. It also confirms the @merogenomics video I tweeted yesterday.

Stop mandatory/forced Covid vaccinations. #auspol https://t.co/dtPyfIpId3",cs,/
Pandemic P is amazing unironically,ac,n
When virologists and vaccine specialists try their hand at psychology - what could go wrong? https://t.co/W2Hwy9MiRQ,v,/
"""The data reviewed herein suggest that maternal SARS-CoV-2-specific binding antibodies are efficiently transferred via the placenta and breast milk following maternal mRNA COVID-19 vaccination. Moreover, antibodies retain strong neutralizing capacity."" https://t.co/clE7ElkDCp",v,/
"If he was anti-vax, he wouldn’t be employed the coach of a California team due to the vaccination standards of USC and the state of California. Facts are important. He either is vax or not, “I think” is not acceptable these days with how easy misinformation is spread. Thx. https://t.co/UsiO7tD1L1",v,n
"Shits getting wild, new Covid variant from omicron persei 8 https://t.co/TbrJTmtgt6",ac,n
"Canada Announces New Omicron Variant in The Country is From Nigerian Travellers -
On Sunday, Canada announced that it had discovered the first cases of the novel Covid Omicron strain in two patients who had just visited Nigeria.

 - https://t.co/wVr2EEJ8SO
#Canada https://t.co/EtmPk4vLNd",cs,/
Remember when she said vaccinated people don’t have to wear a mask anymore and people thought covid was over. It can never be over https://t.co/WqHs8Cn5nF,ac,n
"Austrians who refuse vaccinations could be thrown in prison. @KimIversenShow from the heart of medical tyranny in Europe: Austria 🇦🇹 #NoVaccineMandate #AustriaLockdown #Austria
https://t.co/afJr1sfknh",v,/
"trying hard not to think of new variants developing cuz of vaccine inequality as business opportunities for the vaccine companies hoarding their formulas, but ooo boi is that deep distrust of capitalism making it difficult to see it any other way",v,n
"“The pandemic has unleashed a historic burst in entrepreneurship and self-employment. Hundreds of thousands of Americans are striking out on their own as consultants, retailers and small-business owners.” Go @POTUS!  https://t.co/mwFBtqZww9",s,/
ive heard the 3rd covid shot isnt so bad but i got some pedialyte anyways just in case,v,/
"The Omicron scare is a load of bollocks. The MSM are absolutely taking the piss out of us.

https://t.co/EnoLmCDA1k",ac,n
Oh.. the pandemic opened everyone’s eyes to innovation and accepting a gene therapy https://t.co/EnpQAGCWz7,ac,p
"From Newsmax - Doctor Who Discovered Omicron Slams 'Hype,' Travel Bans | https://t.co/ND0dZ31bPX Doctor Who Discovered Omicron Slams 'Hype,' Travel Bans | Newsmax

https://t.co/toVXY2EkWy",s,/
So are a lot of countries just assuming that vaccinated people can’t spread covid? Was exposed by a laboratory-confirmed case (who was 2x vaccinated) last week and have not been contacted by public health officials.,v,n
"Scientists have now discovered a new COVID-19 variant.
Read more: https://t.co/G5kUE4pdBc https://t.co/yjG7Bs9uMM",cs,/
Growth in 7D US Confirmed Covid Cases by County For WA   2021-11-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/pgixbFkjs8,cs,/
"So predictable...like a really bad movie.

""CDC says all adults 'should' get a booster shot amid concerns about omicron Covid variant.""

https://t.co/f5klixAsKv",v,/
Feeling for my friend @MfaziNkonzo as she tries to get home amid COVID turmoil.  Please post your animal track and sign or just animal pictures to keep her company as she navigates airports and Covid tests! https://t.co/Hw61GZ4pWo,ac,p
"100 patients in a city of 8.6 million, and they're calling it a ""spike"".

https://t.co/d7WtF1WlAK via @MailOnline",ac,/
COVID is weird and made my leg size up but I also don’t think my doctor was real. https://t.co/T6ejjKhU4d,ac,/
"Prompted by growing concerns about the Omicron variant, the Centers for Disease Control and Prevention on Monday said that all American adults “should” get booster doses of the available coronavirus vaccines.

https://t.co/0eHzLhO4JW",v,/
Fungal infections in mechanically ventilated patients with COVID-19 during the first wave: the French multicentre MYCOVID study https://t.co/C9PjkGkNDY,cs,/
"for anybody who is PRO MANDATE, with all due disrespect, FVCK YOU.
NO seriously, FVCK YOU!
FVCK your arrogance.
FVCK your elitism.
FVCK your politics.
FVCK your FEAR!!!!!!
The VACCINE does not work.  DOES. NOT. WORK.

https://t.co/x6p6AoETMf",ac,n
"I stumbled into my coworker preparing a needle. I had no idea what was happening and tried to be funny.

“You taking the vaccine??”

It was insulin 🙃🔫",v,p
Look at the avatars of people demanding vaccine passports and mandates.  They all look like D science students.,v,n
Urgent Poll: Should Boris Cancel Christmas To Protect Against COVID? Vote NOW Before The Poll Ends: https://t.co/j8vnZAyoD2,s,/
Biden vaccine rule for health workers blocked in 10 states https://t.co/xx1wXUnQQo,v,/
White House Holiday Display Honors Same Frontline Workers Threatened Over Vaccine Mandate https://t.co/IfOtPn2V8U via @Newsmax,v,/
"I've only listened to a bit of radio today, I've been too busy.
It's surprising, if you ignore the covid bullshit, you do feel better.
You were right @Ed_head1, best ignored.",ac,n
"Why are people talking about Crestoria shutting down it like, kept me sane throughout the pandemic 🥲🥲🥲",ac,n
COVID test negative https://t.co/T6rnlncEQx,cs,/
"*tells my boss I’m sick and don’t want to go in cause it might be covid*

My boss: “you don’t have symptoms, just double mask”

Me: *doesn’t show up to work cause I’m sick*",ac,n
"Analysis | As the omicron variant arrives in the West, wealthy countries are reaping what they sowed https://t.co/MKu6rDsJPy",ac,n
"All adults should get a Covid booster shot, CDC says https://t.co/dtVdLFGRdN",v,/
"""Covid is over if you want it""
-John Lennon",ac,/
"If we can’t have another stimmy we need early covid flight prices, it’s one or the other!!!",ac,n
I am not a parent. But it would seem to me that with a new potentially deadly variant emerging I would be running to get my kids vaccinated ASAP with this safe vaccine. No need for any dead children.,v,n
"Omicron expected to arrive in NYC, COVID masks should be worn indoors 'at all times,' city's top doctor says. #Omicron #NYC https://t.co/YQTsfc6Rpl",m,/
The same COVID protocol was not applied in UK. See crowd.,ac,n
"US braces for omicron to hit - The Hill
Of course it’s inevitable.
Compared to other 1st world nations, we have an alarming number of morons in our society.
No masks. No vaccine.
This is the variant that will finally end the insanity.

OMICRON
MORONIC https://t.co/4uy2QEIDZg",ac,/
Covid  Theater  in Switzerland https://t.co/NnTZk5ZoNJ,s,/
"// So the real reason I just can’t force myself to watch the Mugen Train movie or the first part of Season 2 is because of this:

At the beginning of the pandemic, March 1st, 2020, I lost an important person in my life. I had been reading the arc in the manga at the time (+)",ac,n
"Scotland and Wales demand UK takes 'tougher' approach to Omicron variant.
https://t.co/ryWCRajOzz",s,/
Things I would tell 16-year-old me: you will spend too much time wondering if you should capitalize letters of the Greek alphabet due to a pandemic.,ac,n
getting my first pfizer dose today against my will... if i go inactive here then you know why,v,n
"Given where we are 2 years into this thing, after the lockdowns, vaccine,  everything,  by what metric do people still trust public health, experts and government?",ac,n
"Too bad Idaho didn't join in this litigation. @lawrencewasden ?

https://t.co/cVsN24sIhW",s,/
"Judge halts Biden admin COVID-19 vaccine mandate for health workers

“The evidence does not show a rational connection to support implementing the vaccine mandate, the mandate’s broad scope, the unreasonable rejection of alternatives to vaccination”

 https://t.co/0gqqRwlx6K",v,/
The world might want to provide Corona Virus vaccine without worry.,v,/
"‘If you Get the Pfizer Vaccine, You’re More Likely to Get Covid’: Industry Analyst Flags FDA Study - https://t.co/34w7QJfPHU",v,/
Isolating after a covid test for what is probably tonsillitis. The best medicine? Rewatching Monza #FansLikeNoOther #mclarenf1,ac,/
I need to take pictures of my vaccine card,v,/
There Is No Pandemic! https://t.co/UG4pcEWGfU,ac,/
"Robots To Patrol Singapore Streets To Check People Ignoring COVID Measures

They are starting up? https://t.co/2AG45ET7p2",s,/
"Covid &amp; Variants.  Total distraction. I am
More concerned with the Senate sticking
it to us, again, with pork ladened
Build Back Better bill.
Pay attention people.",ac,n
"COVID-19: Not our job to enforce mask rules, retailers tell government | Business News https://t.co/qaAxZOr7zJ",m,n
"Family Foundations is a Blueprints-certified Promising universal prevention program to improve mother, child, and birth outcomes among couples expecting their first child. Watch @FamilyFounds developer give a talk on family well-being during the pandemic: https://t.co/C1cgAqMLYy",s,/
Why WHO skipped two letters of the Greek alphabet in naming Omicron https://t.co/2pw9vshRy1,ac,/
Jim Cramer’s investment playbook for the Covid omicron variant https://t.co/bsoMjQskpX,s,/
Potential exposures to COVID-19 at locations in Northern and Eastern Zones and on four flights https://t.co/RWC84a5qZy,cs,/
"Gee It seems like it was a race @ScottMorrisonMP @GregHuntMP

https://t.co/5OyKfAXkYu

I can’t believe these #melbourneprotests people are trying to create variants Are they all antisocial drunks like @TimSmithMP ?

#Auspol #COVID19Vic #Covid19Aus",ac,n
"Covid: UK aims for 500,000 jabs a day in bid to outpace Omicron variant https://t.co/2SGBTqGN8l",v,/
